DateKey,FullDate,DayOf_Week,DayOf_Month,_Month,_MonthName,_Year,_Quarter,IsWeekend,RowCycleId,InsertDate
20211204,2021-12-04,7,4,12,December,2021,4,1,1,2025-08-27 16:36:00
20211205,2021-12-05,1,5,12,December,2021,4,1,1,2025-08-27 16:36:00
20211206,2021-12-06,2,6,12,December,2021,4,0,1,2025-08-27 16:36:00
20211207,2021-12-07,3,7,12,December,2021,4,0,1,2025-08-27 16:36:00
20211208,2021-12-08,4,8,12,December,2021,4,0,1,2025-08-27 16:36:00
20211209,2021-12-09,5,9,12,December,2021,4,0,1,2025-08-27 16:36:00
20211210,2021-12-10,6,10,12,December,2021,4,0,1,2025-08-27 16:36:00
20211211,2021-12-11,7,11,12,December,2021,4,1,1,2025-08-27 16:36:00
20211212,2021-12-12,1,12,12,December,2021,4,1,1,2025-08-27 16:36:00
20211213,2021-12-13,2,13,12,December,2021,4,0,1,2025-08-27 16:36:00
20211214,2021-12-14,3,14,12,December,2021,4,0,1,2025-08-27 16:36:00
20211215,2021-12-15,4,15,12,December,2021,4,0,1,2025-08-27 16:36:00
20211216,2021-12-16,5,16,12,December,2021,4,0,1,2025-08-27 16:36:00
20211217,2021-12-17,6,17,12,December,2021,4,0,1,2025-08-27 16:36:00
20211218,2021-12-18,7,18,12,December,2021,4,1,1,2025-08-27 16:36:00
20211219,2021-12-19,1,19,12,December,2021,4,1,1,2025-08-27 16:36:00
20211220,2021-12-20,2,20,12,December,2021,4,0,1,2025-08-27 16:36:00
20211221,2021-12-21,3,21,12,December,2021,4,0,1,2025-08-27 16:36:00
20211222,2021-12-22,4,22,12,December,2021,4,0,1,2025-08-27 16:36:00
20211223,2021-12-23,5,23,12,December,2021,4,0,1,2025-08-27 16:36:00
20211224,2021-12-24,6,24,12,December,2021,4,0,1,2025-08-27 16:36:00
20211225,2021-12-25,7,25,12,December,2021,4,1,1,2025-08-27 16:36:00
20211226,2021-12-26,1,26,12,December,2021,4,1,1,2025-08-27 16:36:00
20211227,2021-12-27,2,27,12,December,2021,4,0,1,2025-08-27 16:36:00
20211228,2021-12-28,3,28,12,December,2021,4,0,1,2025-08-27 16:36:00
20211229,2021-12-29,4,29,12,December,2021,4,0,1,2025-08-27 16:36:00
20211230,2021-12-30,5,30,12,December,2021,4,0,1,2025-08-27 16:36:00
20211231,2021-12-31,6,31,12,December,2021,4,0,1,2025-08-27 16:36:00
20220101,2022-01-01,7,1,1,January,2022,1,1,1,2025-08-27 16:36:00
20220102,2022-01-02,1,2,1,January,2022,1,1,1,2025-08-27 16:36:00
20220103,2022-01-03,2,3,1,January,2022,1,0,1,2025-08-27 16:36:00
20220104,2022-01-04,3,4,1,January,2022,1,0,1,2025-08-27 16:36:00
20220105,2022-01-05,4,5,1,January,2022,1,0,1,2025-08-27 16:36:00
20220106,2022-01-06,5,6,1,January,2022,1,0,1,2025-08-27 16:36:00
20220107,2022-01-07,6,7,1,January,2022,1,0,1,2025-08-27 16:36:00
20220108,2022-01-08,7,8,1,January,2022,1,1,1,2025-08-27 16:36:00
20220109,2022-01-09,1,9,1,January,2022,1,1,1,2025-08-27 16:36:00
20220110,2022-01-10,2,10,1,January,2022,1,0,1,2025-08-27 16:36:00
20220111,2022-01-11,3,11,1,January,2022,1,0,1,2025-08-27 16:36:00
20220112,2022-01-12,4,12,1,January,2022,1,0,1,2025-08-27 16:36:00
20220113,2022-01-13,5,13,1,January,2022,1,0,1,2025-08-27 16:36:00
20220114,2022-01-14,6,14,1,January,2022,1,0,1,2025-08-27 16:36:00
20220115,2022-01-15,7,15,1,January,2022,1,1,1,2025-08-27 16:36:00
20220116,2022-01-16,1,16,1,January,2022,1,1,1,2025-08-27 16:36:00
20220117,2022-01-17,2,17,1,January,2022,1,0,1,2025-08-27 16:36:00
20220118,2022-01-18,3,18,1,January,2022,1,0,1,2025-08-27 16:36:00
20220119,2022-01-19,4,19,1,January,2022,1,0,1,2025-08-27 16:36:00
20220120,2022-01-20,5,20,1,January,2022,1,0,1,2025-08-27 16:36:00
20220121,2022-01-21,6,21,1,January,2022,1,0,1,2025-08-27 16:36:00
20220122,2022-01-22,7,22,1,January,2022,1,1,1,2025-08-27 16:36:00
20220123,2022-01-23,1,23,1,January,2022,1,1,1,2025-08-27 16:36:00
20220124,2022-01-24,2,24,1,January,2022,1,0,1,2025-08-27 16:36:00
20220125,2022-01-25,3,25,1,January,2022,1,0,1,2025-08-27 16:36:00
20220126,2022-01-26,4,26,1,January,2022,1,0,1,2025-08-27 16:36:00
20220127,2022-01-27,5,27,1,January,2022,1,0,1,2025-08-27 16:36:00
20220128,2022-01-28,6,28,1,January,2022,1,0,1,2025-08-27 16:36:00
20220129,2022-01-29,7,29,1,January,2022,1,1,1,2025-08-27 16:36:00
20220130,2022-01-30,1,30,1,January,2022,1,1,1,2025-08-27 16:36:00
20220131,2022-01-31,2,31,1,January,2022,1,0,1,2025-08-27 16:36:00
20220201,2022-02-01,3,1,2,February,2022,1,0,1,2025-08-27 16:36:00
20220202,2022-02-02,4,2,2,February,2022,1,0,1,2025-08-27 16:36:00
20220203,2022-02-03,5,3,2,February,2022,1,0,1,2025-08-27 16:36:00
20220204,2022-02-04,6,4,2,February,2022,1,0,1,2025-08-27 16:36:00
20220205,2022-02-05,7,5,2,February,2022,1,1,1,2025-08-27 16:36:00
20220206,2022-02-06,1,6,2,February,2022,1,1,1,2025-08-27 16:36:00
20220207,2022-02-07,2,7,2,February,2022,1,0,1,2025-08-27 16:36:00
20220208,2022-02-08,3,8,2,February,2022,1,0,1,2025-08-27 16:36:00
20220209,2022-02-09,4,9,2,February,2022,1,0,1,2025-08-27 16:36:00
20220210,2022-02-10,5,10,2,February,2022,1,0,1,2025-08-27 16:36:00
20220211,2022-02-11,6,11,2,February,2022,1,0,1,2025-08-27 16:36:00
20220212,2022-02-12,7,12,2,February,2022,1,1,1,2025-08-27 16:36:00
20220213,2022-02-13,1,13,2,February,2022,1,1,1,2025-08-27 16:36:00
20220214,2022-02-14,2,14,2,February,2022,1,0,1,2025-08-27 16:36:00
20220215,2022-02-15,3,15,2,February,2022,1,0,1,2025-08-27 16:36:00
20220216,2022-02-16,4,16,2,February,2022,1,0,1,2025-08-27 16:36:00
20220217,2022-02-17,5,17,2,February,2022,1,0,1,2025-08-27 16:36:00
20220218,2022-02-18,6,18,2,February,2022,1,0,1,2025-08-27 16:36:00
20220219,2022-02-19,7,19,2,February,2022,1,1,1,2025-08-27 16:36:00
20220220,2022-02-20,1,20,2,February,2022,1,1,1,2025-08-27 16:36:00
20220221,2022-02-21,2,21,2,February,2022,1,0,1,2025-08-27 16:36:00
20220222,2022-02-22,3,22,2,February,2022,1,0,1,2025-08-27 16:36:00
20220223,2022-02-23,4,23,2,February,2022,1,0,1,2025-08-27 16:36:00
20220224,2022-02-24,5,24,2,February,2022,1,0,1,2025-08-27 16:36:00
20220225,2022-02-25,6,25,2,February,2022,1,0,1,2025-08-27 16:36:00
20220226,2022-02-26,7,26,2,February,2022,1,1,1,2025-08-27 16:36:00
20220227,2022-02-27,1,27,2,February,2022,1,1,1,2025-08-27 16:36:00
20220228,2022-02-28,2,28,2,February,2022,1,0,1,2025-08-27 16:36:00
20220301,2022-03-01,3,1,3,March,2022,1,0,1,2025-08-27 16:36:00
20220302,2022-03-02,4,2,3,March,2022,1,0,1,2025-08-27 16:36:00
20220303,2022-03-03,5,3,3,March,2022,1,0,1,2025-08-27 16:36:00
20220304,2022-03-04,6,4,3,March,2022,1,0,1,2025-08-27 16:36:00
20220305,2022-03-05,7,5,3,March,2022,1,1,1,2025-08-27 16:36:00
20220306,2022-03-06,1,6,3,March,2022,1,1,1,2025-08-27 16:36:00
20220307,2022-03-07,2,7,3,March,2022,1,0,1,2025-08-27 16:36:00
20220308,2022-03-08,3,8,3,March,2022,1,0,1,2025-08-27 16:36:00
20220309,2022-03-09,4,9,3,March,2022,1,0,1,2025-08-27 16:36:00
20220310,2022-03-10,5,10,3,March,2022,1,0,1,2025-08-27 16:36:00
20220311,2022-03-11,6,11,3,March,2022,1,0,1,2025-08-27 16:36:00
20220312,2022-03-12,7,12,3,March,2022,1,1,1,2025-08-27 16:36:00
20220313,2022-03-13,1,13,3,March,2022,1,1,1,2025-08-27 16:36:00
20220314,2022-03-14,2,14,3,March,2022,1,0,1,2025-08-27 16:36:00
20220315,2022-03-15,3,15,3,March,2022,1,0,1,2025-08-27 16:36:00
20220316,2022-03-16,4,16,3,March,2022,1,0,1,2025-08-27 16:36:00
20220317,2022-03-17,5,17,3,March,2022,1,0,1,2025-08-27 16:36:00
20220318,2022-03-18,6,18,3,March,2022,1,0,1,2025-08-27 16:36:00
20220319,2022-03-19,7,19,3,March,2022,1,1,1,2025-08-27 16:36:00
20220320,2022-03-20,1,20,3,March,2022,1,1,1,2025-08-27 16:36:00
20220321,2022-03-21,2,21,3,March,2022,1,0,1,2025-08-27 16:36:00
20220322,2022-03-22,3,22,3,March,2022,1,0,1,2025-08-27 16:36:00
20220323,2022-03-23,4,23,3,March,2022,1,0,1,2025-08-27 16:36:00
20220324,2022-03-24,5,24,3,March,2022,1,0,1,2025-08-27 16:36:00
20220325,2022-03-25,6,25,3,March,2022,1,0,1,2025-08-27 16:36:00
20220326,2022-03-26,7,26,3,March,2022,1,1,1,2025-08-27 16:36:00
20220327,2022-03-27,1,27,3,March,2022,1,1,1,2025-08-27 16:36:00
20220328,2022-03-28,2,28,3,March,2022,1,0,1,2025-08-27 16:36:00
20220329,2022-03-29,3,29,3,March,2022,1,0,1,2025-08-27 16:36:00
20220330,2022-03-30,4,30,3,March,2022,1,0,1,2025-08-27 16:36:00
20220331,2022-03-31,5,31,3,March,2022,1,0,1,2025-08-27 16:36:00
20220401,2022-04-01,6,1,4,April,2022,2,0,1,2025-08-27 16:36:00
20220402,2022-04-02,7,2,4,April,2022,2,1,1,2025-08-27 16:36:00
20220403,2022-04-03,1,3,4,April,2022,2,1,1,2025-08-27 16:36:00
20220404,2022-04-04,2,4,4,April,2022,2,0,1,2025-08-27 16:36:00
20220405,2022-04-05,3,5,4,April,2022,2,0,1,2025-08-27 16:36:00
20220406,2022-04-06,4,6,4,April,2022,2,0,1,2025-08-27 16:36:00
20220407,2022-04-07,5,7,4,April,2022,2,0,1,2025-08-27 16:36:00
20220408,2022-04-08,6,8,4,April,2022,2,0,1,2025-08-27 16:36:00
20220409,2022-04-09,7,9,4,April,2022,2,1,1,2025-08-27 16:36:00
20220410,2022-04-10,1,10,4,April,2022,2,1,1,2025-08-27 16:36:00
20220411,2022-04-11,2,11,4,April,2022,2,0,1,2025-08-27 16:36:00
20220412,2022-04-12,3,12,4,April,2022,2,0,1,2025-08-27 16:36:00
20220413,2022-04-13,4,13,4,April,2022,2,0,1,2025-08-27 16:36:00
20220414,2022-04-14,5,14,4,April,2022,2,0,1,2025-08-27 16:36:00
20220415,2022-04-15,6,15,4,April,2022,2,0,1,2025-08-27 16:36:00
20220416,2022-04-16,7,16,4,April,2022,2,1,1,2025-08-27 16:36:00
20220417,2022-04-17,1,17,4,April,2022,2,1,1,2025-08-27 16:36:00
20220418,2022-04-18,2,18,4,April,2022,2,0,1,2025-08-27 16:36:00
20220419,2022-04-19,3,19,4,April,2022,2,0,1,2025-08-27 16:36:00
20220420,2022-04-20,4,20,4,April,2022,2,0,1,2025-08-27 16:36:00
20220421,2022-04-21,5,21,4,April,2022,2,0,1,2025-08-27 16:36:00
20220422,2022-04-22,6,22,4,April,2022,2,0,1,2025-08-27 16:36:00
20220423,2022-04-23,7,23,4,April,2022,2,1,1,2025-08-27 16:36:00
20220424,2022-04-24,1,24,4,April,2022,2,1,1,2025-08-27 16:36:00
20220425,2022-04-25,2,25,4,April,2022,2,0,1,2025-08-27 16:36:00
20220426,2022-04-26,3,26,4,April,2022,2,0,1,2025-08-27 16:36:00
20220427,2022-04-27,4,27,4,April,2022,2,0,1,2025-08-27 16:36:00
20220428,2022-04-28,5,28,4,April,2022,2,0,1,2025-08-27 16:36:00
20220429,2022-04-29,6,29,4,April,2022,2,0,1,2025-08-27 16:36:00
20220430,2022-04-30,7,30,4,April,2022,2,1,1,2025-08-27 16:36:00
20220501,2022-05-01,1,1,5,May,2022,2,1,1,2025-08-27 16:36:00
20220502,2022-05-02,2,2,5,May,2022,2,0,1,2025-08-27 16:36:00
20220503,2022-05-03,3,3,5,May,2022,2,0,1,2025-08-27 16:36:00
20220504,2022-05-04,4,4,5,May,2022,2,0,1,2025-08-27 16:36:00
20220505,2022-05-05,5,5,5,May,2022,2,0,1,2025-08-27 16:36:00
20220506,2022-05-06,6,6,5,May,2022,2,0,1,2025-08-27 16:36:00
20220507,2022-05-07,7,7,5,May,2022,2,1,1,2025-08-27 16:36:00
20220508,2022-05-08,1,8,5,May,2022,2,1,1,2025-08-27 16:36:00
20220509,2022-05-09,2,9,5,May,2022,2,0,1,2025-08-27 16:36:00
20220510,2022-05-10,3,10,5,May,2022,2,0,1,2025-08-27 16:36:00
20220511,2022-05-11,4,11,5,May,2022,2,0,1,2025-08-27 16:36:00
20220512,2022-05-12,5,12,5,May,2022,2,0,1,2025-08-27 16:36:00
20220513,2022-05-13,6,13,5,May,2022,2,0,1,2025-08-27 16:36:00
20220514,2022-05-14,7,14,5,May,2022,2,1,1,2025-08-27 16:36:00
20220515,2022-05-15,1,15,5,May,2022,2,1,1,2025-08-27 16:36:00
20220516,2022-05-16,2,16,5,May,2022,2,0,1,2025-08-27 16:36:00
20220517,2022-05-17,3,17,5,May,2022,2,0,1,2025-08-27 16:36:00
20220518,2022-05-18,4,18,5,May,2022,2,0,1,2025-08-27 16:36:00
20220519,2022-05-19,5,19,5,May,2022,2,0,1,2025-08-27 16:36:00
20220520,2022-05-20,6,20,5,May,2022,2,0,1,2025-08-27 16:36:00
20220521,2022-05-21,7,21,5,May,2022,2,1,1,2025-08-27 16:36:00
20220522,2022-05-22,1,22,5,May,2022,2,1,1,2025-08-27 16:36:00
20220523,2022-05-23,2,23,5,May,2022,2,0,1,2025-08-27 16:36:00
20220524,2022-05-24,3,24,5,May,2022,2,0,1,2025-08-27 16:36:00
20220525,2022-05-25,4,25,5,May,2022,2,0,1,2025-08-27 16:36:00
20220526,2022-05-26,5,26,5,May,2022,2,0,1,2025-08-27 16:36:00
20220527,2022-05-27,6,27,5,May,2022,2,0,1,2025-08-27 16:36:00
20220528,2022-05-28,7,28,5,May,2022,2,1,1,2025-08-27 16:36:00
20220529,2022-05-29,1,29,5,May,2022,2,1,1,2025-08-27 16:36:00
20220530,2022-05-30,2,30,5,May,2022,2,0,1,2025-08-27 16:36:00
20220531,2022-05-31,3,31,5,May,2022,2,0,1,2025-08-27 16:36:00
20220601,2022-06-01,4,1,6,June,2022,2,0,1,2025-08-27 16:36:00
20220602,2022-06-02,5,2,6,June,2022,2,0,1,2025-08-27 16:36:00
20220603,2022-06-03,6,3,6,June,2022,2,0,1,2025-08-27 16:36:00
20220604,2022-06-04,7,4,6,June,2022,2,1,1,2025-08-27 16:36:00
20220605,2022-06-05,1,5,6,June,2022,2,1,1,2025-08-27 16:36:00
20220606,2022-06-06,2,6,6,June,2022,2,0,1,2025-08-27 16:36:00
20220607,2022-06-07,3,7,6,June,2022,2,0,1,2025-08-27 16:36:00
20220608,2022-06-08,4,8,6,June,2022,2,0,1,2025-08-27 16:36:00
20220609,2022-06-09,5,9,6,June,2022,2,0,1,2025-08-27 16:36:00
20220610,2022-06-10,6,10,6,June,2022,2,0,1,2025-08-27 16:36:00
20220611,2022-06-11,7,11,6,June,2022,2,1,1,2025-08-27 16:36:00
20220612,2022-06-12,1,12,6,June,2022,2,1,1,2025-08-27 16:36:00
20220613,2022-06-13,2,13,6,June,2022,2,0,1,2025-08-27 16:36:00
20220614,2022-06-14,3,14,6,June,2022,2,0,1,2025-08-27 16:36:00
20220615,2022-06-15,4,15,6,June,2022,2,0,1,2025-08-27 16:36:00
20220616,2022-06-16,5,16,6,June,2022,2,0,1,2025-08-27 16:36:00
20220617,2022-06-17,6,17,6,June,2022,2,0,1,2025-08-27 16:36:00
20220618,2022-06-18,7,18,6,June,2022,2,1,1,2025-08-27 16:36:00
20220619,2022-06-19,1,19,6,June,2022,2,1,1,2025-08-27 16:36:00
20220620,2022-06-20,2,20,6,June,2022,2,0,1,2025-08-27 16:36:00
20220621,2022-06-21,3,21,6,June,2022,2,0,1,2025-08-27 16:36:00
20220622,2022-06-22,4,22,6,June,2022,2,0,1,2025-08-27 16:36:00
20220623,2022-06-23,5,23,6,June,2022,2,0,1,2025-08-27 16:36:00
20220624,2022-06-24,6,24,6,June,2022,2,0,1,2025-08-27 16:36:00
20220625,2022-06-25,7,25,6,June,2022,2,1,1,2025-08-27 16:36:00
20220626,2022-06-26,1,26,6,June,2022,2,1,1,2025-08-27 16:36:00
20220627,2022-06-27,2,27,6,June,2022,2,0,1,2025-08-27 16:36:00
20220628,2022-06-28,3,28,6,June,2022,2,0,1,2025-08-27 16:36:00
20220629,2022-06-29,4,29,6,June,2022,2,0,1,2025-08-27 16:36:00
20220630,2022-06-30,5,30,6,June,2022,2,0,1,2025-08-27 16:36:00
20220701,2022-07-01,6,1,7,July,2022,3,0,1,2025-08-27 16:36:00
20220702,2022-07-02,7,2,7,July,2022,3,1,1,2025-08-27 16:36:00
20220703,2022-07-03,1,3,7,July,2022,3,1,1,2025-08-27 16:36:00
20220704,2022-07-04,2,4,7,July,2022,3,0,1,2025-08-27 16:36:00
20220705,2022-07-05,3,5,7,July,2022,3,0,1,2025-08-27 16:36:00
20220706,2022-07-06,4,6,7,July,2022,3,0,1,2025-08-27 16:36:00
20220707,2022-07-07,5,7,7,July,2022,3,0,1,2025-08-27 16:36:00
20220708,2022-07-08,6,8,7,July,2022,3,0,1,2025-08-27 16:36:00
20220709,2022-07-09,7,9,7,July,2022,3,1,1,2025-08-27 16:36:00
20220710,2022-07-10,1,10,7,July,2022,3,1,1,2025-08-27 16:36:00
20220711,2022-07-11,2,11,7,July,2022,3,0,1,2025-08-27 16:36:00
20220712,2022-07-12,3,12,7,July,2022,3,0,1,2025-08-27 16:36:00
20220713,2022-07-13,4,13,7,July,2022,3,0,1,2025-08-27 16:36:00
20220714,2022-07-14,5,14,7,July,2022,3,0,1,2025-08-27 16:36:00
20220715,2022-07-15,6,15,7,July,2022,3,0,1,2025-08-27 16:36:00
20220716,2022-07-16,7,16,7,July,2022,3,1,1,2025-08-27 16:36:00
20220717,2022-07-17,1,17,7,July,2022,3,1,1,2025-08-27 16:36:00
20220718,2022-07-18,2,18,7,July,2022,3,0,1,2025-08-27 16:36:00
20220719,2022-07-19,3,19,7,July,2022,3,0,1,2025-08-27 16:36:00
20220720,2022-07-20,4,20,7,July,2022,3,0,1,2025-08-27 16:36:00
20220721,2022-07-21,5,21,7,July,2022,3,0,1,2025-08-27 16:36:00
20220722,2022-07-22,6,22,7,July,2022,3,0,1,2025-08-27 16:36:00
20220723,2022-07-23,7,23,7,July,2022,3,1,1,2025-08-27 16:36:00
20220724,2022-07-24,1,24,7,July,2022,3,1,1,2025-08-27 16:36:00
20220725,2022-07-25,2,25,7,July,2022,3,0,1,2025-08-27 16:36:00
20220726,2022-07-26,3,26,7,July,2022,3,0,1,2025-08-27 16:36:00
20220727,2022-07-27,4,27,7,July,2022,3,0,1,2025-08-27 16:36:00
20220728,2022-07-28,5,28,7,July,2022,3,0,1,2025-08-27 16:36:00
20220729,2022-07-29,6,29,7,July,2022,3,0,1,2025-08-27 16:36:00
20220730,2022-07-30,7,30,7,July,2022,3,1,1,2025-08-27 16:36:00
20220731,2022-07-31,1,31,7,July,2022,3,1,1,2025-08-27 16:36:00
20220801,2022-08-01,2,1,8,August,2022,3,0,1,2025-08-27 16:36:00
20220802,2022-08-02,3,2,8,August,2022,3,0,1,2025-08-27 16:36:00
20220803,2022-08-03,4,3,8,August,2022,3,0,1,2025-08-27 16:36:00
20220804,2022-08-04,5,4,8,August,2022,3,0,1,2025-08-27 16:36:00
20220805,2022-08-05,6,5,8,August,2022,3,0,1,2025-08-27 16:36:00
20220806,2022-08-06,7,6,8,August,2022,3,1,1,2025-08-27 16:36:00
20220807,2022-08-07,1,7,8,August,2022,3,1,1,2025-08-27 16:36:00
20220808,2022-08-08,2,8,8,August,2022,3,0,1,2025-08-27 16:36:00
20220809,2022-08-09,3,9,8,August,2022,3,0,1,2025-08-27 16:36:00
20220810,2022-08-10,4,10,8,August,2022,3,0,1,2025-08-27 16:36:00
20220811,2022-08-11,5,11,8,August,2022,3,0,1,2025-08-27 16:36:00
20220812,2022-08-12,6,12,8,August,2022,3,0,1,2025-08-27 16:36:00
20220813,2022-08-13,7,13,8,August,2022,3,1,1,2025-08-27 16:36:00
20220814,2022-08-14,1,14,8,August,2022,3,1,1,2025-08-27 16:36:00
20220815,2022-08-15,2,15,8,August,2022,3,0,1,2025-08-27 16:36:00
20220816,2022-08-16,3,16,8,August,2022,3,0,1,2025-08-27 16:36:00
20220817,2022-08-17,4,17,8,August,2022,3,0,1,2025-08-27 16:36:00
20220818,2022-08-18,5,18,8,August,2022,3,0,1,2025-08-27 16:36:00
20220819,2022-08-19,6,19,8,August,2022,3,0,1,2025-08-27 16:36:00
20220820,2022-08-20,7,20,8,August,2022,3,1,1,2025-08-27 16:36:00
20220821,2022-08-21,1,21,8,August,2022,3,1,1,2025-08-27 16:36:00
20220822,2022-08-22,2,22,8,August,2022,3,0,1,2025-08-27 16:36:00
20220823,2022-08-23,3,23,8,August,2022,3,0,1,2025-08-27 16:36:00
20220824,2022-08-24,4,24,8,August,2022,3,0,1,2025-08-27 16:36:00
20220825,2022-08-25,5,25,8,August,2022,3,0,1,2025-08-27 16:36:00
20220826,2022-08-26,6,26,8,August,2022,3,0,1,2025-08-27 16:36:00
20220827,2022-08-27,7,27,8,August,2022,3,1,1,2025-08-27 16:36:00
20220828,2022-08-28,1,28,8,August,2022,3,1,1,2025-08-27 16:36:00
20220829,2022-08-29,2,29,8,August,2022,3,0,1,2025-08-27 16:36:00
20220830,2022-08-30,3,30,8,August,2022,3,0,1,2025-08-27 16:36:00
20220831,2022-08-31,4,31,8,August,2022,3,0,1,2025-08-27 16:36:00
20220901,2022-09-01,5,1,9,September,2022,3,0,1,2025-08-27 16:36:00
20220902,2022-09-02,6,2,9,September,2022,3,0,1,2025-08-27 16:36:00
20220903,2022-09-03,7,3,9,September,2022,3,1,1,2025-08-27 16:36:00
20220904,2022-09-04,1,4,9,September,2022,3,1,1,2025-08-27 16:36:00
20220905,2022-09-05,2,5,9,September,2022,3,0,1,2025-08-27 16:36:00
20220906,2022-09-06,3,6,9,September,2022,3,0,1,2025-08-27 16:36:00
20220907,2022-09-07,4,7,9,September,2022,3,0,1,2025-08-27 16:36:00
20220908,2022-09-08,5,8,9,September,2022,3,0,1,2025-08-27 16:36:00
20220909,2022-09-09,6,9,9,September,2022,3,0,1,2025-08-27 16:36:00
20220910,2022-09-10,7,10,9,September,2022,3,1,1,2025-08-27 16:36:00
20220911,2022-09-11,1,11,9,September,2022,3,1,1,2025-08-27 16:36:00
20220912,2022-09-12,2,12,9,September,2022,3,0,1,2025-08-27 16:36:00
20220913,2022-09-13,3,13,9,September,2022,3,0,1,2025-08-27 16:36:00
20220914,2022-09-14,4,14,9,September,2022,3,0,1,2025-08-27 16:36:00
20220915,2022-09-15,5,15,9,September,2022,3,0,1,2025-08-27 16:36:00
20220916,2022-09-16,6,16,9,September,2022,3,0,1,2025-08-27 16:36:00
20220917,2022-09-17,7,17,9,September,2022,3,1,1,2025-08-27 16:36:00
20220918,2022-09-18,1,18,9,September,2022,3,1,1,2025-08-27 16:36:00
20220919,2022-09-19,2,19,9,September,2022,3,0,1,2025-08-27 16:36:00
20220920,2022-09-20,3,20,9,September,2022,3,0,1,2025-08-27 16:36:00
20220921,2022-09-21,4,21,9,September,2022,3,0,1,2025-08-27 16:36:00
20220922,2022-09-22,5,22,9,September,2022,3,0,1,2025-08-27 16:36:00
20220923,2022-09-23,6,23,9,September,2022,3,0,1,2025-08-27 16:36:00
20220924,2022-09-24,7,24,9,September,2022,3,1,1,2025-08-27 16:36:00
20220925,2022-09-25,1,25,9,September,2022,3,1,1,2025-08-27 16:36:00
20220926,2022-09-26,2,26,9,September,2022,3,0,1,2025-08-27 16:36:00
20220927,2022-09-27,3,27,9,September,2022,3,0,1,2025-08-27 16:36:00
20220928,2022-09-28,4,28,9,September,2022,3,0,1,2025-08-27 16:36:00
20220929,2022-09-29,5,29,9,September,2022,3,0,1,2025-08-27 16:36:00
20220930,2022-09-30,6,30,9,September,2022,3,0,1,2025-08-27 16:36:00
20221001,2022-10-01,7,1,10,October,2022,4,1,1,2025-08-27 16:36:00
20221002,2022-10-02,1,2,10,October,2022,4,1,1,2025-08-27 16:36:00
20221003,2022-10-03,2,3,10,October,2022,4,0,1,2025-08-27 16:36:00
20221004,2022-10-04,3,4,10,October,2022,4,0,1,2025-08-27 16:36:00
20221005,2022-10-05,4,5,10,October,2022,4,0,1,2025-08-27 16:36:00
20221006,2022-10-06,5,6,10,October,2022,4,0,1,2025-08-27 16:36:00
20221007,2022-10-07,6,7,10,October,2022,4,0,1,2025-08-27 16:36:00
20221008,2022-10-08,7,8,10,October,2022,4,1,1,2025-08-27 16:36:00
20221009,2022-10-09,1,9,10,October,2022,4,1,1,2025-08-27 16:36:00
20221010,2022-10-10,2,10,10,October,2022,4,0,1,2025-08-27 16:36:00
20221011,2022-10-11,3,11,10,October,2022,4,0,1,2025-08-27 16:36:00
20221012,2022-10-12,4,12,10,October,2022,4,0,1,2025-08-27 16:36:00
20221013,2022-10-13,5,13,10,October,2022,4,0,1,2025-08-27 16:36:00
20221014,2022-10-14,6,14,10,October,2022,4,0,1,2025-08-27 16:36:00
20221015,2022-10-15,7,15,10,October,2022,4,1,1,2025-08-27 16:36:00
20221016,2022-10-16,1,16,10,October,2022,4,1,1,2025-08-27 16:36:00
20221017,2022-10-17,2,17,10,October,2022,4,0,1,2025-08-27 16:36:00
20221018,2022-10-18,3,18,10,October,2022,4,0,1,2025-08-27 16:36:00
20221019,2022-10-19,4,19,10,October,2022,4,0,1,2025-08-27 16:36:00
20221020,2022-10-20,5,20,10,October,2022,4,0,1,2025-08-27 16:36:00
20221021,2022-10-21,6,21,10,October,2022,4,0,1,2025-08-27 16:36:00
20221022,2022-10-22,7,22,10,October,2022,4,1,1,2025-08-27 16:36:00
20221023,2022-10-23,1,23,10,October,2022,4,1,1,2025-08-27 16:36:00
20221024,2022-10-24,2,24,10,October,2022,4,0,1,2025-08-27 16:36:00
20221025,2022-10-25,3,25,10,October,2022,4,0,1,2025-08-27 16:36:00
20221026,2022-10-26,4,26,10,October,2022,4,0,1,2025-08-27 16:36:00
20221027,2022-10-27,5,27,10,October,2022,4,0,1,2025-08-27 16:36:00
20221028,2022-10-28,6,28,10,October,2022,4,0,1,2025-08-27 16:36:00
20221029,2022-10-29,7,29,10,October,2022,4,1,1,2025-08-27 16:36:00
20221030,2022-10-30,1,30,10,October,2022,4,1,1,2025-08-27 16:36:00
20221031,2022-10-31,2,31,10,October,2022,4,0,1,2025-08-27 16:36:00
20221101,2022-11-01,3,1,11,November,2022,4,0,1,2025-08-27 16:36:00
20221102,2022-11-02,4,2,11,November,2022,4,0,1,2025-08-27 16:36:00
20221103,2022-11-03,5,3,11,November,2022,4,0,1,2025-08-27 16:36:00
20221104,2022-11-04,6,4,11,November,2022,4,0,1,2025-08-27 16:36:00
20221105,2022-11-05,7,5,11,November,2022,4,1,1,2025-08-27 16:36:00
20221106,2022-11-06,1,6,11,November,2022,4,1,1,2025-08-27 16:36:00
20221107,2022-11-07,2,7,11,November,2022,4,0,1,2025-08-27 16:36:00
